cgpa,internships,projects,workshops_certifications,aptitude_test_score,soft_skills_rating,extra_curricular_activities,placement_training,ssc_marks,hsc_marks,n_job_applications,personality_type,placement_status,student_id
8.5,0,2,1,89,4.8,Yes,Yes,56,72,8,4,1,2643
7.5,1,1,0,77,4.0,No,Yes,55,63,28,2,0,7633
8.1,2,3,0,90,4.4,No,Yes,78,86,20,3,1,4509
7.3,1,1,1,64,4.1,No,No,59,60,4,2,0,2306
7.4,0,1,0,76,4.3,No,Yes,65,68,5,1,0,6773
7.5,0,3,0,89,3.9,No,Yes,77,76,26,4,1,6522
6.8,1,1,0,82,3.9,No,No,82,64,11,2,0,4196
6.7,1,2,1,82,4.3,Yes,Yes,77,80,26,4,1,5563
8.0,0,1,3,90,4.8,Yes,Yes,81,82,10,4,1,4841
8.3,1,1,2,79,3.7,Yes,Yes,82,76,25,4,1,4656
6.5,1,1,2,85,4.3,No,Yes,73,71,9,2,0,8333
8.4,0,3,0,90,4.4,Yes,Yes,71,83,26,1,0,4169
8.2,2,3,2,90,4.8,Yes,Yes,82,84,3,3,1,3850
6.69,0,3,2,95,4.59,Yes,Yes,73,94,19,4,1,10046
8.4,1,3,0,86,3.6,Yes,Yes,76,87,17,4,1,8566
7.5,0,1,0,66,3.7,No,Yes,61,66,18,1,0,5254
6.7,1,2,0,78,3.7,Yes,No,55,64,25,2,0,9765
8.2,2,2,2,80,4.5,Yes,Yes,80,85,13,3,1,5534
7.4,1,3,0,78,4.6,Yes,Yes,74,82,27,2,0,2415
8.7,2,2,2,73,4.1,No,Yes,58,66,16,2,0,3555
6.7,0,3,0,70,4.7,Yes,No,89,67,13,1,0,4692
8.0,1,3,0,81,4.3,Yes,Yes,72,71,14,2,0,4499
8.3,1,3,2,79,4.4,Yes,Yes,78,83,30,4,1,2196
8.3,1,3,0,77,4.8,Yes,Yes,74,57,6,2,0,5046
7.9,0,1,0,69,3.8,No,Yes,66,61,18,1,0,2601
8.0,2,3,2,90,4.8,Yes,Yes,90,87,22,2,1,1519
7.4,1,2,0,76,4.5,No,No,68,73,26,2,0,4765
6.6,1,1,1,60,3.9,No,No,61,73,11,2,0,4315
7.3,0,2,1,71,4.4,No,No,68,69,5,1,0,3367
7.6,0,2,0,61,3.8,No,Yes,55,67,10,1,0,7304
8.2,1,2,0,81,4.4,No,Yes,55,62,19,2,0,7609
7.5,1,1,0,80,4.7,No,No,56,82,5,4,1,2634
7.3,1,2,0,74,3.6,No,Yes,77,63,16,2,0,9803
8.2,2,3,2,86,4.4,Yes,Yes,79,85,3,3,1,5634
7.8,2,2,2,88,4.3,Yes,Yes,75,82,25,2,0,9097
7.9,1,2,0,76,4.7,Yes,No,78,61,30,2,0,5923
7.5,1,3,0,83,4.2,Yes,Yes,75,80,19,2,0,8966
8.4,0,3,2,90,4.8,Yes,Yes,83,83,14,4,1,2435
8.5,2,3,2,90,4.8,Yes,Yes,70,86,30,3,1,8441
7.4,1,3,1,78,3.9,No,Yes,55,71,23,2,0,7034
8.0,1,1,2,82,4.8,No,No,69,68,28,2,0,7244
8.2,2,3,2,90,4.8,Yes,Yes,71,80,10,3,1,8853
8.4,1,2,1,84,4.3,Yes,Yes,72,67,26,2,0,4521
7.6,1,1,1,72,4.6,Yes,Yes,56,66,10,4,1,5588
7.6,0,1,2,71,3.9,No,Yes,61,67,21,1,0,3546
7.5,1,1,0,82,4.5,No,Yes,62,72,13,2,0,9021
8.6,2,2,2,81,4.6,Yes,Yes,83,84,23,3,1,6241
8.2,2,3,2,76,4.8,Yes,No,71,83,14,2,0,8983
6.6,0,3,0,87,4.6,Yes,Yes,77,77,6,4,1,5532
6.5,1,1,0,71,4.2,Yes,Yes,55,75,21,2,0,5445
7.7,2,3,0,78,4.1,Yes,Yes,70,81,8,2,0,518
6.5,0,3,1,69,4.5,No,No,57,63,26,1,0,7424
8.2,2,3,2,90,4.8,Yes,No,83,86,13,3,1,7144
6.9,2,3,0,78,4.2,Yes,Yes,72,86,12,2,1,9265
8.4,1,3,2,80,4.5,Yes,Yes,72,73,4,4,1,8249
8.2,1,2,0,73,4.5,Yes,Yes,69,73,24,2,0,1416
8.3,2,3,2,90,4.8,Yes,Yes,78,83,7,3,1,4665
8.3,0,3,2,90,4.3,Yes,Yes,63,88,7,4,1,4457
8.0,0,3,2,87,4.5,Yes,Yes,83,81,22,4,1,2762
8.6,2,3,2,90,4.8,Yes,Yes,75,88,14,3,1,5912
7.5,1,2,0,70,3.4,No,Yes,55,66,22,2,0,4856
8.8,1,3,2,89,4.5,Yes,Yes,73,85,10,4,1,9038
7.4,0,1,0,79,4.3,No,No,63,73,6,1,0,128
7.7,2,2,3,83,4.3,Yes,Yes,75,80,18,2,0,3475
8.1,2,3,2,90,4.8,Yes,Yes,75,86,6,3,1,8874
7.6,0,1,1,62,3.9,No,No,65,58,8,1,0,4311
7.4,0,2,0,76,4.5,No,Yes,72,85,21,1,0,2439
7.3,1,3,0,82,4.4,Yes,No,77,80,7,2,0,3766
8.3,2,3,1,80,4.6,Yes,No,55,80,16,2,0,7430
7.8,1,3,2,90,4.8,Yes,No,79,77,25,2,0,9497
8.4,1,3,2,78,4.1,Yes,Yes,75,83,13,4,1,6082
7.8,2,3,3,80,4.4,Yes,Yes,61,84,13,2,1,6473
8.3,1,3,2,90,4.8,Yes,Yes,82,84,16,4,1,9967
8.4,2,3,2,90,4.8,Yes,Yes,71,85,15,2,0,1474
8.4,2,3,2,90,4.6,Yes,Yes,69,82,25,3,1,4822
8.2,1,2,2,90,4.8,Yes,Yes,71,88,18,4,1,7196
6.5,2,3,2,86,4.4,Yes,Yes,76,81,14,2,0,3561
7.5,0,3,0,67,4.1,Yes,Yes,74,67,17,1,0,3952
7.7,1,2,0,74,3.8,Yes,No,55,66,14,2,0,50
8.1,2,3,2,90,4.7,Yes,Yes,75,86,4,3,1,5438
8.09,2,3,2,92,4.74,Yes,Yes,68,88,25,3,1,10097
7.4,1,1,1,81,3.8,No,Yes,55,84,11,2,0,888
6.5,1,1,0,72,4.7,No,No,58,68,5,2,0,6044
7.4,2,1,2,90,4.7,Yes,Yes,81,88,20,2,0,2617
7.3,1,1,1,69,4.2,No,No,55,65,6,2,0,517
7.7,1,2,0,82,4.1,No,No,55,65,12,2,0,3169
7.3,0,1,1,80,4.5,No,Yes,55,69,22,1,0,2950
8.0,1,3,2,90,4.8,Yes,Yes,86,85,27,4,1,1425
8.9,2,3,2,90,4.8,Yes,Yes,69,85,13,3,1,140
7.4,1,1,1,78,4.3,No,Yes,55,66,25,2,0,1925
8.6,2,3,2,90,4.8,Yes,Yes,65,82,18,3,1,2379
8.4,0,1,2,76,3.4,No,Yes,77,85,18,4,1,3198
8.0,1,1,0,82,4.5,Yes,Yes,73,66,20,2,0,5132
7.4,1,1,1,81,4.1,Yes,No,55,62,3,2,0,113
6.9,1,1,0,67,3.8,No,No,70,60,28,2,0,4560
7.5,1,1,0,72,4.3,No,Yes,71,69,7,2,0,4596
7.9,1,0,3,90,4.8,Yes,Yes,68,88,26,2,0,7590
8.3,1,3,2,90,4.8,Yes,Yes,75,80,12,4,1,3251
8.3,2,3,0,84,3.9,Yes,Yes,55,86,27,3,1,4691
8.0,1,3,0,79,4.3,Yes,Yes,79,78,6,2,0,7751
7.6,1,3,2,90,4.8,Yes,Yes,85,80,11,4,1,8082
8.3,0,3,0,86,4.5,Yes,Yes,69,78,4,4,1,4547
7.5,1,1,0,87,4.6,No,No,58,65,14,4,1,7094
8.2,1,3,2,90,4.7,Yes,Yes,83,82,12,4,1,3278
7.4,2,0,0,69,4.4,Yes,No,63,60,27,2,0,8460
7.86,1,3,0,70,3.88,No,No,61,85,20,2,0,10127
8.2,1,3,2,90,4.6,Yes,Yes,86,86,10,4,1,4069
8.5,0,3,2,90,4.7,Yes,No,84,60,11,4,1,4409
7.7,1,2,2,78,4.2,Yes,Yes,69,76,21,4,1,6406
8.3,2,3,0,88,4.8,Yes,Yes,77,81,29,2,0,8761
6.8,1,1,1,73,3.9,No,Yes,78,67,3,2,0,7678
6.6,0,1,0,79,4.4,No,Yes,55,64,22,1,0,3223
8.5,2,3,2,90,4.1,Yes,Yes,77,78,6,3,1,8374
8.6,0,2,1,90,4.6,Yes,Yes,56,87,28,4,1,452
7.6,1,3,2,84,4.0,Yes,Yes,77,82,11,4,1,3732
7.6,1,1,1,68,4.0,No,No,57,63,8,2,0,9134
6.5,1,1,1,84,4.4,Yes,Yes,72,87,24,4,1,4987
7.3,1,2,0,82,4.6,Yes,Yes,71,70,7,2,0,3664
8.0,0,3,1,86,4.3,Yes,Yes,75,66,9,4,1,2764
8.2,1,2,3,85,4.5,Yes,Yes,69,82,13,2,0,659
7.5,0,1,1,64,3.3,No,Yes,55,64,14,1,0,9813
7.3,0,1,3,81,4.8,Yes,Yes,76,87,12,1,0,7986
8.0,1,1,0,81,4.4,Yes,Yes,70,71,14,2,0,4621
7.6,1,2,0,60,4.1,No,Yes,57,65,16,2,0,1000
8.3,2,3,2,82,4.8,Yes,Yes,57,73,4,3,1,390
7.9,1,3,2,90,4.7,Yes,Yes,83,82,22,4,1,3408
8.2,1,3,2,90,4.5,Yes,Yes,73,87,19,4,1,1477
7.8,1,1,0,73,3.2,No,Yes,57,69,8,2,0,2241
7.8,1,2,0,83,4.8,Yes,Yes,78,80,20,4,1,2387
7.6,1,2,0,79,4.3,No,Yes,58,67,24,2,0,9324
7.8,1,1,2,82,4.3,Yes,Yes,59,65,24,4,1,993
8.5,1,1,2,75,4.8,No,Yes,75,62,14,4,1,4998
7.8,1,1,0,71,4.0,No,Yes,55,65,25,2,0,3923
8.1,1,3,2,70,4.7,No,Yes,65,75,28,4,1,2973
8.8,2,1,2,83,4.8,Yes,Yes,84,83,30,3,1,3387
6.83,1,1,1,71,4.88,Yes,No,59,81,25,2,0,10140
7.6,0,1,0,71,3.5,No,Yes,55,70,3,1,0,9483
7.6,1,1,0,71,4.1,No,Yes,58,59,17,2,0,7811
7.5,1,1,0,69,4.5,No,No,64,66,7,2,0,4770
8.2,0,3,2,82,4.7,No,Yes,81,82,26,4,1,1294
7.8,0,3,1,88,4.6,Yes,Yes,65,83,18,4,1,1825
7.3,1,2,0,81,3.7,Yes,Yes,68,85,24,2,0,2874
7.5,0,3,0,81,4.5,Yes,Yes,87,85,24,4,1,4174
8.1,1,3,2,90,4.8,Yes,Yes,86,80,10,4,1,2536
8.4,1,3,2,90,4.8,Yes,Yes,88,84,24,4,1,9317
7.6,1,1,1,72,3.3,No,Yes,58,61,26,2,0,1908
6.7,0,1,1,72,4.4,No,No,55,60,8,1,0,43
8.2,2,3,2,90,4.8,Yes,Yes,68,86,17,3,1,9684
8.4,2,2,0,76,4.4,Yes,Yes,77,73,22,3,1,369
7.5,2,3,2,90,4.1,No,Yes,63,83,22,2,1,6034
7.7,1,1,0,84,4.7,Yes,Yes,71,63,18,4,1,1152
8.5,2,3,2,81,4.5,Yes,Yes,78,84,4,3,1,8067
8.5,1,2,1,60,4.8,No,No,66,67,23,2,0,6625
8.2,2,3,2,90,4.8,Yes,Yes,84,82,11,3,1,6915
8.2,1,1,1,90,4.8,Yes,Yes,76,70,3,4,1,9448
7.8,1,1,1,67,3.5,No,No,60,70,18,2,0,7826
8.1,2,3,3,90,4.5,Yes,Yes,83,88,19,3,1,4161
8.0,2,3,2,89,4.8,Yes,No,86,83,16,2,1,4288
8.2,2,3,2,90,4.4,Yes,Yes,88,87,4,3,1,8090
6.5,1,2,0,78,4.0,Yes,Yes,69,65,30,2,0,9367
8.0,2,3,2,90,4.8,Yes,Yes,78,86,6,2,1,175
8.4,2,3,2,90,4.8,Yes,Yes,79,86,4,3,1,1904
8.1,0,3,2,90,4.7,Yes,Yes,82,86,28,4,1,1100
7.6,1,2,1,74,4.7,No,Yes,77,85,21,2,0,8316
7.8,2,3,2,90,4.8,Yes,Yes,68,87,29,2,1,3409
6.7,0,1,0,66,3.7,No,Yes,55,66,8,4,1,1539
8.2,1,3,2,76,4.4,Yes,Yes,66,86,28,2,0,2293
6.9,1,1,1,68,4.4,Yes,Yes,55,65,19,2,0,9488
8.3,2,3,2,85,4.7,Yes,Yes,72,85,4,2,0,1364
8.1,2,3,3,90,4.7,Yes,No,83,82,26,2,0,7262
6.6,2,3,2,90,4.8,Yes,Yes,63,83,8,2,1,9238
7.4,1,2,2,78,4.5,No,Yes,55,75,25,2,0,5261
8.5,0,2,0,89,4.5,Yes,Yes,70,83,9,1,0,7093
7.4,0,3,1,83,4.3,Yes,Yes,82,68,18,4,1,7339
8.2,2,1,2,71,4.2,Yes,Yes,85,85,28,2,0,681
8.1,1,3,2,90,4.7,Yes,Yes,84,81,10,4,1,9503
7.6,1,1,0,69,4.5,No,No,73,71,17,2,0,7958
6.6,1,1,0,78,3.7,No,Yes,73,68,7,2,0,3665
8.6,1,3,2,90,4.5,Yes,Yes,84,88,8,2,0,1662
8.2,1,1,0,79,4.2,No,No,72,69,10,2,0,509
7.3,1,1,1,71,3.6,No,No,65,64,17,2,0,167
7.4,0,2,0,73,3.7,No,Yes,55,71,16,1,0,5498
8.2,1,3,0,88,4.2,Yes,Yes,66,88,30,4,1,8463
8.3,0,3,2,75,3.8,Yes,Yes,83,85,27,4,1,1007
7.7,0,1,0,81,3.8,Yes,Yes,82,64,19,1,0,8516
7.5,0,3,1,76,4.4,Yes,Yes,81,83,17,4,1,1915
8.4,2,3,2,89,4.4,Yes,Yes,78,84,14,2,0,3495
7.4,1,3,2,80,4.7,Yes,Yes,74,83,20,4,1,9828
7.0,1,2,1,67,3.4,No,Yes,56,64,9,2,0,9945
7.8,1,1,1,72,4.2,No,Yes,58,68,12,2,0,6712
6.6,0,1,1,68,3.8,No,No,64,67,23,1,0,4991
7.4,1,1,0,90,4.4,No,Yes,58,63,25,2,0,2537
7.5,0,1,1,67,3.6,No,No,63,72,23,1,0,1105
8.4,2,2,2,84,4.8,Yes,Yes,87,87,19,3,1,3876
7.8,1,2,0,79,4.4,Yes,Yes,71,81,4,2,0,7824
8.3,0,3,2,90,4.8,Yes,Yes,75,83,24,4,1,1753
7.5,2,1,0,74,4.6,No,No,55,63,12,2,0,5311
7.7,1,3,1,89,4.8,Yes,Yes,88,83,6,4,1,5953
7.6,1,2,0,77,4.1,No,Yes,55,58,12,2,0,7253
8.1,0,1,0,71,4.0,Yes,Yes,60,69,24,1,0,2917
7.4,0,2,2,82,4.8,Yes,Yes,88,66,13,4,1,8290
7.1,0,3,0,80,4.4,Yes,No,80,83,13,4,1,5755
7.8,0,1,0,81,3.9,Yes,Yes,79,65,6,4,1,153
8.6,2,3,2,90,4.8,Yes,Yes,85,78,13,3,1,8001
7.5,1,1,1,73,3.5,No,Yes,58,69,10,2,0,5680
8.2,2,3,2,90,4.8,Yes,Yes,77,83,12,3,1,3908
8.6,0,3,2,83,4.8,Yes,Yes,73,87,22,4,1,9320
6.9,2,3,3,80,4.8,Yes,No,82,86,14,2,1,2553
7.7,0,3,0,83,4.5,Yes,Yes,80,82,20,1,0,2774
7.9,1,3,2,80,4.8,Yes,Yes,89,86,9,4,1,6351
7.5,2,2,1,90,4.2,Yes,Yes,82,74,5,2,0,3552
6.7,0,1,1,84,4.3,No,Yes,56,82,6,1,0,3723
6.7,1,3,2,71,3.7,Yes,Yes,87,71,14,2,0,6912
7.5,1,1,0,71,3.7,No,Yes,55,61,29,2,0,521
7.6,1,2,1,81,4.4,Yes,Yes,75,88,16,4,1,8276
7.8,1,1,0,77,3.8,No,No,55,57,3,2,0,4539
6.5,1,1,2,85,4.5,Yes,Yes,73,67,20,4,1,6176
7.9,1,1,2,74,3.5,No,No,88,72,25,2,0,7054
8.1,1,3,2,79,4.6,No,Yes,64,80,30,4,1,1823
6.5,1,1,0,64,4.5,No,Yes,55,64,6,2,0,4087
8.0,2,3,2,71,4.1,Yes,Yes,77,83,13,2,0,6404
8.2,0,1,3,84,4.8,Yes,Yes,88,69,23,4,1,8918
8.2,1,3,0,82,4.7,Yes,Yes,78,85,9,4,1,8401
7.9,1,2,2,63,3.8,Yes,Yes,55,62,28,2,0,8055
7.4,1,2,1,75,4.3,No,Yes,55,85,30,2,0,310
6.9,0,1,1,65,4.1,Yes,Yes,70,61,23,4,1,8032
7.9,0,1,0,78,4.4,Yes,Yes,77,73,13,1,0,6736
8.0,2,3,2,80,4.8,Yes,No,72,63,13,2,1,7606
7.9,1,3,1,80,4.3,Yes,Yes,74,88,21,2,0,3600
7.5,1,1,1,78,3.9,No,No,55,64,5,2,0,3623
7.7,0,1,0,77,4.6,No,No,79,61,23,1,0,3812
7.0,1,1,1,64,4.1,No,No,58,62,21,2,0,6006
7.3,1,1,0,76,4.3,No,Yes,63,69,21,2,0,3451
6.5,1,2,0,71,4.3,No,No,59,72,11,2,0,4592
7.6,1,1,0,64,4.1,No,No,69,67,10,2,0,206
7.93,1,0,0,90,5.18,Yes,Yes,63,68,16,4,1,10039
7.4,0,1,1,68,4.1,No,Yes,55,74,6,1,0,1136
8.0,0,1,1,76,3.6,No,No,55,65,29,1,0,9572
8.6,1,3,0,90,4.8,Yes,Yes,87,81,12,4,1,2750
7.6,1,2,0,82,4.3,No,Yes,64,71,14,2,0,3614
8.0,1,2,1,80,4.3,No,Yes,71,61,27,2,0,306
7.6,1,1,0,76,4.6,No,No,73,62,12,2,0,1850
8.3,2,1,0,89,4.6,No,No,74,77,6,3,1,6713
8.1,1,3,2,83,4.7,Yes,Yes,85,86,26,4,1,9251
8.4,2,3,1,85,4.4,Yes,Yes,78,83,23,3,1,1989
7.6,1,1,0,77,4.4,No,No,55,65,7,2,0,3241
7.9,1,1,0,80,3.8,No,No,55,72,11,2,0,2799
7.7,1,1,1,67,3.9,No,No,55,66,28,2,0,4516
8.3,1,3,2,82,4.8,Yes,Yes,81,83,22,4,1,5631
8.1,1,3,2,81,4.5,Yes,Yes,83,84,10,4,1,8025
7.4,1,2,1,75,4.3,No,Yes,55,66,23,2,0,3110
7.6,1,3,0,90,4.8,Yes,Yes,75,85,4,4,1,4940
6.8,0,1,0,84,4.2,No,No,61,60,24,1,0,4060
7.5,0,2,1,67,4.4,No,Yes,55,68,23,1,0,1988
8.4,2,3,1,86,4.7,Yes,Yes,90,80,18,3,1,8348
8.7,2,3,3,90,4.8,Yes,Yes,77,86,17,3,1,9053
8.3,2,3,3,88,4.8,Yes,Yes,78,84,12,3,1,6884
8.7,0,1,1,87,4.1,No,No,72,63,7,1,0,384
7.6,0,1,2,75,4.5,No,No,80,66,27,1,0,5635
7.5,1,2,0,68,3.8,Yes,Yes,55,69,21,2,0,4308
6.6,0,1,3,75,3.9,No,No,56,73,17,1,0,3389
6.5,0,1,0,71,3.9,No,Yes,66,66,14,1,0,3157
7.5,1,1,0,76,4.2,No,No,63,73,25,2,0,6054
9.27,1,3,0,79,4.05,Yes,Yes,66,56,12,2,0,10196
7.9,0,3,1,77,4.0,Yes,Yes,55,61,18,1,0,2728
8.5,1,3,2,85,4.3,Yes,Yes,72,84,30,4,1,6597
7.6,1,2,0,82,3.9,No,No,58,68,6,2,0,8769
7.4,1,1,0,66,4.4,No,No,55,65,11,2,0,8859
8.2,1,1,1,79,4.1,Yes,Yes,58,83,20,2,0,8771
6.6,1,1,1,72,3.9,No,No,81,61,27,2,0,9390
8.2,0,3,0,79,4.7,Yes,Yes,65,87,30,4,1,3833
8.4,1,3,0,81,3.6,Yes,Yes,78,86,26,4,1,8880
8.1,1,3,2,90,4.7,No,Yes,72,88,27,4,1,4777
8.3,1,3,0,84,4.7,Yes,Yes,77,86,8,4,1,4277
8.1,0,2,2,80,4.4,Yes,No,82,85,17,4,1,254
8.5,1,1,2,77,4.6,No,Yes,55,82,7,4,1,6430
8.4,1,2,2,83,4.2,Yes,Yes,72,83,11,4,1,9784
7.1,0,1,0,90,4.5,Yes,No,79,78,27,1,0,7580
6.8,1,2,1,65,3.9,Yes,Yes,71,85,5,4,1,279
7.7,1,2,1,69,4.8,Yes,Yes,61,70,16,4,1,3253
6.6,1,1,1,77,3.0,No,No,57,68,14,2,0,2481
8.5,0,2,2,75,4.5,Yes,No,76,83,20,4,1,290
8.1,1,2,0,80,4.0,Yes,Yes,74,79,9,4,1,6339
7.7,0,3,2,90,4.5,No,Yes,86,86,20,4,1,3076
7.7,1,3,0,75,4.5,Yes,Yes,64,61,28,2,0,4074
8.3,1,3,2,88,4.8,Yes,Yes,76,86,13,4,1,7951
8.5,2,3,2,90,4.8,Yes,No,80,87,30,3,1,6670
7.8,1,1,1,75,3.8,No,No,59,63,5,2,0,6109
7.4,1,1,1,61,4.1,No,Yes,55,69,30,2,0,5090
8.1,2,3,2,90,4.6,Yes,Yes,71,87,4,3,1,6956
7.0,1,1,1,86,3.8,No,No,57,72,9,2,0,8324
7.9,2,3,0,84,4.7,No,Yes,70,69,16,2,0,9912
8.0,2,3,2,89,4.5,Yes,Yes,76,87,16,2,1,8567
7.8,2,3,0,83,4.4,Yes,No,85,83,17,2,0,9138
6.7,0,1,1,80,3.7,Yes,Yes,75,70,3,1,0,7978
8.9,1,3,2,90,4.6,Yes,Yes,71,81,15,4,1,8069
8.4,1,2,0,79,3.8,No,Yes,60,64,11,2,0,271
6.5,1,2,0,83,4.6,Yes,Yes,73,65,30,2,0,6010
8.6,0,2,1,79,3.8,Yes,Yes,69,86,22,4,1,4571
6.5,1,1,0,88,3.9,No,No,69,67,17,2,0,8178
7.5,1,1,1,79,4.4,Yes,Yes,55,67,28,2,0,3566
8.6,0,3,1,81,4.6,Yes,Yes,74,85,25,4,1,2972
6.5,0,1,1,80,3.7,No,Yes,67,68,3,4,1,6453
7.2,1,1,1,74,3.9,No,Yes,57,69,11,2,0,8944
6.9,1,2,2,77,4.0,No,Yes,55,64,21,2,0,4208
6.7,1,1,1,67,4.7,No,Yes,81,64,22,4,1,3219
7.7,0,1,0,71,4.2,No,No,60,71,22,1,0,1392
6.8,0,1,2,77,4.6,Yes,No,72,73,26,1,0,3976
7.3,1,1,0,76,4.2,No,Yes,55,66,29,2,0,4317
7.9,1,1,0,66,4.5,No,No,63,62,10,2,0,6970
8.5,1,2,0,87,4.3,Yes,Yes,72,83,30,4,1,7638
8.7,1,1,0,85,3.8,Yes,Yes,71,69,30,2,0,7743
8.3,2,3,1,90,4.2,Yes,Yes,82,83,3,3,1,84
8.6,2,3,2,90,4.8,Yes,Yes,84,85,27,3,1,874
6.5,2,1,0,78,3.1,No,No,56,67,11,2,0,9800
8.2,1,3,0,90,4.7,Yes,Yes,78,83,6,4,1,9381
8.6,2,3,1,90,4.3,Yes,Yes,71,82,19,3,1,4558
8.6,1,3,2,90,4.8,Yes,Yes,74,87,27,4,1,4501
8.4,1,3,0,81,4.7,No,Yes,55,87,14,2,0,4648
8.3,1,3,1,90,4.8,Yes,Yes,83,87,24,4,1,2039
7.8,1,1,1,78,3.7,No,Yes,60,67,12,2,0,9949
6.5,0,2,0,90,4.5,No,No,55,64,14,1,0,7190
8.0,1,3,2,82,4.8,No,Yes,61,87,27,4,1,2451
7.4,0,3,0,75,4.0,Yes,Yes,60,73,14,1,0,3955
8.0,1,3,0,83,4.1,Yes,Yes,82,83,20,4,1,2330
8.3,1,3,2,85,4.8,Yes,Yes,80,82,8,4,1,9308
7.4,1,1,1,84,4.1,No,Yes,55,70,11,2,0,6243
7.6,1,1,2,79,4.4,Yes,Yes,65,69,6,4,1,9250
8.2,1,3,2,89,4.3,Yes,No,84,82,12,4,1,5043
8.5,1,3,2,87,3.7,Yes,Yes,69,83,4,4,1,9552
8.3,1,3,1,66,4.3,No,No,78,71,20,2,0,4747
8.2,0,2,2,88,3.3,Yes,Yes,74,68,25,4,1,9555
7.4,1,1,0,72,4.1,No,Yes,76,74,29,2,0,8389
7.5,1,1,1,67,4.0,No,No,55,71,13,2,0,7224
7.8,1,2,0,81,4.8,No,Yes,55,62,11,2,0,6909
7.5,1,1,1,90,4.6,Yes,Yes,59,86,7,4,1,6621
8.3,1,2,0,72,4.2,No,No,63,74,4,2,0,2402
7.6,1,3,2,88,4.5,Yes,Yes,75,84,15,4,1,5521
7.6,2,2,0,89,3.8,Yes,No,81,65,18,2,0,1217
8.6,2,1,0,70,4.2,No,Yes,56,64,5,2,0,8870
8.1,0,1,1,84,4.6,Yes,No,65,79,7,1,0,6021
8.5,1,3,0,75,4.8,Yes,Yes,78,64,21,2,0,7145
7.7,1,1,1,77,4.1,Yes,Yes,74,61,16,2,0,1065
8.3,0,2,0,67,4.4,Yes,Yes,81,77,23,1,0,3787
7.7,1,2,0,77,4.2,Yes,Yes,55,69,16,4,1,4411
8.3,0,3,2,82,4.8,Yes,Yes,73,79,30,4,1,8940
8.2,1,3,0,86,4.7,Yes,Yes,81,88,17,4,1,8098
7.9,2,1,0,81,3.7,Yes,Yes,79,66,29,2,1,5524
7.5,1,2,0,79,4.2,No,Yes,55,71,4,2,0,5997
8.6,2,3,2,90,4.8,Yes,Yes,82,81,5,3,1,9011
8.0,0,1,0,72,4.2,No,No,67,67,26,1,0,5889
7.4,1,2,0,66,4.7,Yes,Yes,63,65,21,2,0,2162
7.6,0,1,0,69,4.7,No,No,56,67,21,1,0,3009
7.7,1,3,2,90,4.7,Yes,Yes,80,84,12,4,1,1106
8.4,0,3,0,77,4.6,Yes,Yes,79,84,20,4,1,6926
8.2,1,3,2,83,4.7,Yes,Yes,75,68,14,4,1,693
7.5,2,2,1,74,4.4,No,Yes,82,62,15,2,0,8773
7.4,1,2,1,71,4.1,No,Yes,62,72,3,2,0,4957
7.5,1,2,1,90,4.8,Yes,Yes,61,82,13,4,1,6868
8.3,2,3,2,90,4.3,Yes,Yes,75,84,19,2,0,9046
7.8,1,1,1,73,4.0,No,No,58,61,3,2,0,4370
8.4,2,1,1,79,4.3,Yes,Yes,74,68,16,3,1,2766
8.3,1,2,1,78,4.7,No,Yes,74,64,26,2,0,3930
7.7,1,1,0,65,3.9,No,No,55,72,21,2,0,7421
7.7,1,3,0,71,4.2,No,Yes,80,82,22,2,0,8911
7.4,1,2,2,80,3.9,No,Yes,77,88,8,4,1,7832
7.4,1,3,1,78,4.3,No,Yes,71,62,26,2,0,6664
8.3,2,3,0,90,4.8,Yes,Yes,78,83,27,3,1,629
7.8,2,1,0,86,4.3,No,Yes,78,80,18,2,1,2452
7.9,0,1,1,69,3.6,Yes,Yes,76,63,27,1,0,6501
7.6,1,2,1,80,4.8,No,Yes,82,65,24,2,0,6849
8.5,1,1,0,85,4.5,Yes,Yes,73,88,9,2,0,3825
7.4,1,2,0,85,4.6,No,No,55,63,27,2,0,9159
7.8,2,3,2,90,4.6,Yes,Yes,79,88,14,2,1,2653
8.2,0,2,0,78,4.8,Yes,Yes,71,70,4,4,1,9291
7.4,1,1,0,84,4.1,No,No,55,70,4,2,0,3744
7.8,1,2,2,68,4.4,No,No,55,68,11,2,0,2177
6.65,2,3,3,89,4.5,Yes,Yes,79,81,3,2,1,10106
8.6,2,3,2,90,4.8,Yes,Yes,80,82,12,3,1,9451
6.5,1,1,1,78,3.6,No,Yes,86,67,4,2,0,3319
7.9,2,2,0,90,3.6,Yes,Yes,69,71,23,2,0,6608
8.6,1,3,2,87,4.1,Yes,Yes,80,86,29,4,1,2788
7.9,1,2,3,84,4.5,Yes,No,79,70,18,2,0,4106
7.0,1,1,0,71,4.1,No,Yes,56,73,13,2,0,6622
6.6,1,3,0,86,4.4,No,No,60,65,4,2,0,1677
8.0,2,3,2,90,4.3,Yes,Yes,75,82,4,2,1,3948
7.7,0,2,1,81,4.6,Yes,Yes,59,72,23,1,0,4445
6.9,1,1,0,67,4.1,Yes,Yes,62,71,10,2,0,2937
8.1,2,1,0,71,3.4,Yes,No,66,67,8,2,0,6932
7.4,1,2,1,84,4.6,No,Yes,55,70,10,2,0,8193
